user_id,country,transaction_velocity_score,verification_match_rate,country_risk_score,is_pep,risk_score,risk_tier,outcome,timestamp,funnel_stage_reached,tto_minutes
U00283,Singapore,6.41,89.19,1.88,False,5.92,Low,legitimate,2025-06-26,activated,4.5
U00284,India,56.85,80.63,35.26,True,36.97,High,flagged_risky,2025-01-22,document_uploaded,
U00285,USA,42.05,92.2,29.06,False,26.58,Low,legitimate,2025-06-10,activated,3.5
U00286,Switzerland,35.48,58.65,0.75,False,23.35,Low,legitimate,2025-01-07,selfie_uploaded,
U00287,UK,12.04,12.01,2.46,False,30.99,Low,legitimate,2025-05-03,activated,3.5
U00288,India,38.46,16.43,46.48,False,55.2,Medium,legitimate,2025-03-05,activated,23.8
U00289,Switzerland,82.53,53.75,12.43,False,43.61,Low,legitimate,2025-02-05,selfie_uploaded,
U00290,Brazil,41.25,95.68,42.42,False,30.64,Low,legitimate,2025-02-09,activated,3.7
U00291,Switzerland,8.58,74.03,0.0,False,10.36,Low,legitimate,2025-01-07,selfie_uploaded,
U00292,Russia,43.44,60.91,71.3,False,53.28,Medium,legitimate,2025-01-24,verification_complete,
U00293,Switzerland,41.55,56.71,7.51,False,28.45,Low,legitimate,2025-03-12,details_entered,
U00294,Nigeria,53.6,76.14,80.49,False,55.44,Medium,legitimate,2025-01-29,activated,16.5
U00295,Russia,40.75,36.4,68.67,False,58.78,Medium,legitimate,2025-06-24,details_entered,
U00296,Cayman Islands,14.99,70.43,81.24,False,45.86,Low,legitimate,2025-05-29,selfie_uploaded,
U00297,Brazil,100.0,61.95,54.08,False,63.04,Medium,flagged_risky,2025-03-27,document_uploaded,
U00298,Brazil,26.67,67.76,26.57,False,28.3,Low,legitimate,2025-01-18,activated,3.4
U00299,India,37.07,52.73,47.3,False,44.23,Low,legitimate,2025-06-27,activated,3.3
U00300,Brazil,64.49,87.56,37.36,False,38.02,Low,legitimate,2025-05-11,activated,1.8
U00301,Germany,19.35,84.46,14.99,False,16.46,Low,legitimate,2025-02-02,activated,5.2
U00302,India,99.19,84.21,40.22,False,50.58,Medium,legitimate,2025-01-10,activated,18.4
U00303,USA,43.25,67.39,27.76,False,33.86,Low,flagged_risky,2025-04-22,activated,1.8
U00304,Nigeria,57.07,71.69,74.96,False,55.6,Medium,legitimate,2025-01-08,activated,24.5
U00305,USA,52.06,46.56,0.0,False,31.65,Low,legitimate,2025-04-21,activated,3.6
U00306,UK,42.06,78.22,7.94,False,22.32,Low,legitimate,2025-03-21,activated,3.7
U00307,India,47.49,97.96,39.24,False,30.56,Low,legitimate,2025-06-08,activated,2.2
U00308,Singapore,0.53,80.5,8.25,False,9.31,Low,legitimate,2025-03-10,activated,4.6
U00309,Germany,52.0,94.62,16.3,False,23.73,Low,legitimate,2025-03-22,activated,4.6
U00310,USA,16.0,36.98,25.1,False,33.75,Low,legitimate,2025-04-09,details_entered,
U00311,USA,31.14,54.97,23.48,True,32.24,High,flagged_risky,2025-06-26,activated,48.1
U00312,Singapore,41.85,82.46,8.07,False,21.05,Low,legitimate,2025-05-07,activated,7.2
U00313,UK,66.39,57.51,0.0,False,32.66,Low,legitimate,2025-05-01,activated,2.6
U00314,UK,16.0,89.56,10.9,False,12.29,Low,legitimate,2025-02-25,activated,3.1
U00315,UK,23.18,88.27,18.75,True,17.97,High,legitimate,2025-03-28,activated,66.7
U00316,UK,25.64,82.38,5.19,False,15.05,Low,legitimate,2025-02-04,activated,2.8
U00317,UAE,37.39,70.23,47.68,False,39.22,Low,legitimate,2025-03-12,activated,2.7
U00318,Singapore,26.85,65.03,18.18,False,25.82,Low,legitimate,2025-05-28,activated,5.4
U00319,Russia,47.64,68.31,79.14,False,55.46,Medium,legitimate,2025-01-18,activated,21.3
U00320,Russia,6.68,87.31,50.43,False,25.98,Low,flagged_risky,2025-01-30,activated,4.6
U00321,USA,29.37,30.43,6.5,False,32.28,Low,legitimate,2025-04-16,activated,4.2
U00322,UK,87.76,59.23,31.98,False,51.35,Medium,legitimate,2025-05-24,signup_started,
U00323,India,92.72,47.66,33.08,False,56.75,Medium,legitimate,2025-06-25,activated,16.6
U00324,Nigeria,43.36,68.34,52.14,True,43.36,High,flagged_risky,2025-04-16,selfie_uploaded,
U00325,India,59.81,61.53,49.12,False,49.13,Low,legitimate,2025-04-29,activated,5.0
U00326,Brazil,42.4,78.68,48.12,False,38.36,Low,flagged_risky,2025-02-22,activated,4.5
U00327,India,100.0,63.54,47.94,False,60.12,Medium,flagged_risky,2025-03-15,activated,13.0
U00328,India,34.7,69.41,40.49,True,35.78,High,legitimate,2025-02-26,activated,68.0
U00329,Singapore,49.26,92.22,14.13,False,22.76,Low,legitimate,2025-01-20,activated,2.0
U00330,UAE,38.48,90.34,45.27,False,32.55,Low,flagged_risky,2025-03-08,activated,3.6
U00331,Germany,76.66,73.02,18.28,False,38.4,Low,legitimate,2025-02-09,document_uploaded,
U00332,UAE,79.03,50.24,62.5,False,63.64,Medium,flagged_risky,2025-04-17,activated,13.4
U00333,Nigeria,100.0,76.26,78.74,False,68.62,Medium,legitimate,2025-05-16,activated,28.4
U00334,Germany,19.74,67.71,0.0,False,15.61,Low,legitimate,2025-06-26,activated,2.2
U00335,India,93.14,78.69,42.02,False,51.14,Medium,legitimate,2025-06-08,activated,13.6
U00336,Switzerland,14.48,77.42,18.27,False,18.43,Low,legitimate,2025-02-27,activated,4.6
U00337,UAE,50.33,70.98,52.82,False,44.93,Low,legitimate,2025-06-18,activated,3.4
U00338,Switzerland,32.58,95.51,4.16,False,12.79,Low,legitimate,2025-06-19,activated,4.2
U00339,Russia,59.0,44.29,88.48,True,69.81,High,flagged_risky,2025-04-01,verification_complete,
U00340,Germany,44.09,76.7,20.35,False,28.36,Low,legitimate,2025-02-06,activated,4.8
U00341,Cayman Islands,56.91,76.31,100.0,False,64.18,Medium,flagged_risky,2025-05-20,activated,15.5
U00342,Brazil,14.06,71.58,41.25,False,29.24,Low,legitimate,2025-01-21,activated,3.8
U00343,India,7.94,76.18,33.43,False,22.9,Low,flagged_risky,2025-03-06,activated,4.6
U00344,Brazil,12.16,72.42,45.24,True,30.02,High,flagged_risky,2025-04-06,activated,65.5
U00345,Brazil,11.89,84.73,43.59,False,25.58,Low,legitimate,2025-06-05,activated,4.0
U00346,Russia,13.91,77.31,69.99,False,38.98,Low,legitimate,2025-06-25,activated,4.4
U00347,Singapore,20.8,90.11,0.0,False,9.21,Low,legitimate,2025-05-28,activated,4.4
U00348,India,20.66,80.6,34.09,False,25.65,Low,legitimate,2025-03-29,activated,3.9
U00349,Switzerland,33.14,92.93,11.32,False,16.59,Low,legitimate,2025-01-16,activated,3.3
U00350,India,16.96,69.32,33.56,False,27.72,Low,legitimate,2025-05-24,activated,4.9
U00351,Germany,18.08,71.56,29.42,False,25.72,Low,legitimate,2025-06-04,signup_started,
U00352,India,28.12,81.51,38.12,False,29.23,Low,legitimate,2025-03-27,activated,1.5
U00353,India,64.37,70.18,49.62,False,48.11,Low,legitimate,2025-04-10,activated,3.0
U00354,USA,74.02,66.06,20.35,False,40.53,Low,legitimate,2025-06-03,activated,3.4
U00355,India,31.58,70.55,45.44,False,36.48,Low,legitimate,2025-01-24,signup_started,
U00356,Brazil,35.36,81.65,50.51,False,36.32,Low,legitimate,2025-05-27,activated,5.4
U00357,Brazil,15.31,89.48,60.32,False,31.88,Low,flagged_risky,2025-04-03,activated,7.8
U00358,USA,25.53,62.15,18.5,False,26.42,Low,legitimate,2025-05-04,activated,1.0
U00359,India,19.25,97.09,42.47,False,23.63,Low,legitimate,2025-02-04,activated,4.4
U00360,Russia,60.43,50.07,81.3,False,65.63,Medium,legitimate,2025-04-21,signup_started,
U00361,Switzerland,57.2,78.99,5.41,False,25.62,Low,legitimate,2025-02-18,activated,3.8
U00362,Switzerland,17.72,57.21,11.64,False,22.81,Low,legitimate,2025-04-04,selfie_uploaded,
U00363,Switzerland,31.15,83.84,28.11,False,25.44,Low,legitimate,2025-04-05,verification_complete,
U00364,India,49.28,54.0,35.57,False,42.81,Low,legitimate,2025-06-22,activated,3.6
U00365,USA,40.84,92.27,21.78,True,23.28,High,legitimate,2025-05-01,activated,55.5
U00366,Brazil,43.9,83.38,59.32,False,41.88,Low,legitimate,2025-04-11,signup_started,
U00367,UAE,15.39,25.54,52.26,False,47.86,Low,legitimate,2025-03-14,activated,4.6
U00368,UK,90.98,94.05,15.11,False,35.12,Low,flagged_risky,2025-03-02,activated,4.2
U00369,Nigeria,20.49,52.23,48.55,False,39.9,Low,flagged_risky,2025-04-28,activated,3.3
U00370,Brazil,20.03,84.85,52.65,False,31.62,Low,legitimate,2025-06-08,activated,7.4
U00371,Singapore,10.89,0.0,0.0,False,33.27,Low,legitimate,2025-04-14,verification_complete,
U00372,UK,29.03,73.03,28.23,False,28.09,Low,legitimate,2025-04-29,activated,4.9
U00373,UK,68.85,83.5,16.53,False,32.21,Low,legitimate,2025-03-01,document_uploaded,
U00374,Germany,40.56,65.54,21.0,False,30.9,Low,legitimate,2025-04-11,activated,4.2
U00375,Germany,30.71,90.39,3.88,False,13.65,Low,legitimate,2025-04-13,activated,4.2
U00376,Russia,54.47,45.48,100.0,False,72.7,Medium,legitimate,2025-05-03,activated,7.7
U00377,USA,67.74,79.74,20.35,False,34.54,Low,legitimate,2025-02-26,activated,3.1
U00378,UK,57.11,88.6,14.7,False,26.43,Low,flagged_risky,2025-03-04,activated,3.1
U00379,UAE,5.83,69.18,37.58,True,26.03,High,legitimate,2025-03-06,signup_started,
U00380,India,54.78,86.31,38.76,False,36.04,Low,legitimate,2025-03-17,activated,2.7
U00381,Russia,45.09,74.3,100.0,False,61.24,Medium,legitimate,2025-02-22,document_uploaded,
U00382,Brazil,17.41,92.4,55.51,False,29.71,Low,legitimate,2025-02-05,activated,5.7
U00383,USA,45.22,39.28,27.45,False,42.76,Low,legitimate,2025-04-01,activated,4.2
U00384,UK,68.93,84.73,22.6,False,34.3,Low,legitimate,2025-06-03,activated,2.6
U00385,Iran,21.2,93.48,100.0,False,48.32,Low,flagged_risky,2025-01-06,activated,2.8
U00386,UAE,59.81,71.84,40.29,False,42.51,Low,flagged_risky,2025-04-30,activated,3.5
U00387,Cayman Islands,41.17,78.36,63.51,False,44.25,Low,flagged_risky,2025-05-27,activated,2.3
U00388,Switzerland,1.21,67.78,6.3,False,12.55,Low,legitimate,2025-05-29,activated,4.4
U00389,Nigeria,32.36,91.06,77.31,True,43.32,High,flagged_risky,2025-06-03,activated,77.3
U00390,India,40.05,94.13,29.27,False,25.48,Low,legitimate,2025-02-27,activated,3.3
U00391,Germany,26.3,79.15,10.41,False,18.31,Low,legitimate,2025-01-19,activated,4.1
U00392,India,42.24,42.1,31.77,False,42.75,Low,legitimate,2025-06-29,activated,3.5
U00393,UAE,29.91,53.23,55.52,False,45.21,Low,legitimate,2025-05-06,activated,3.2
U00394,Switzerland,100.0,66.55,14.75,True,45.93,High,legitimate,2025-03-06,activated,58.1
U00395,USA,24.93,88.66,23.86,False,20.43,Low,legitimate,2025-06-03,activated,3.2
U00396,Brazil,17.82,82.3,53.59,False,32.09,Low,legitimate,2025-03-05,activated,3.0
U00397,Singapore,57.83,43.95,9.66,False,38.03,Low,legitimate,2025-05-15,verification_complete,
U00398,USA,27.37,79.92,19.78,False,22.15,Low,legitimate,2025-06-22,activated,4.1
U00399,USA,31.09,67.88,7.33,False,21.89,Low,legitimate,2025-05-19,details_entered,
U00400,UK,29.19,62.09,0.0,False,20.13,Low,legitimate,2025-04-28,details_entered,
U00401,Russia,55.74,14.0,79.35,False,74.26,Medium,flagged_risky,2025-02-04,selfie_uploaded,
U00402,Brazil,13.82,94.15,50.92,False,26.27,Low,legitimate,2025-06-18,selfie_uploaded,
U00403,Switzerland,59.73,57.01,18.88,False,38.37,Low,legitimate,2025-03-18,activated,5.0
U00404,Iran,47.62,67.62,100.0,False,64.0,Medium,flagged_risky,2025-04-23,document_uploaded,
U00405,Nigeria,99.39,69.75,84.13,False,72.54,Medium,flagged_risky,2025-04-21,activated,21.8
U00406,Singapore,37.91,81.89,1.02,False,17.21,Low,legitimate,2025-02-14,activated,6.0
U00407,Brazil,14.7,43.57,44.83,False,39.27,Low,legitimate,2025-04-19,activated,4.6
U00408,Switzerland,38.2,65.86,12.32,False,26.63,Low,legitimate,2025-03-12,activated,6.0
U00409,Iran,41.56,84.88,100.0,False,57.01,Medium,legitimate,2025-03-04,selfie_uploaded,
U00410,UAE,72.83,59.21,55.32,False,56.21,Medium,legitimate,2025-06-04,details_entered,
U00411,India,14.67,85.34,48.07,False,28.03,Low,legitimate,2025-05-10,activated,2.9
U00412,Switzerland,8.58,75.53,47.63,True,28.97,High,flagged_risky,2025-03-30,signup_started,
U00413,Nigeria,92.32,66.4,62.05,False,62.6,Medium,legitimate,2025-01-04,document_uploaded,
U00414,Switzerland,100.0,49.96,15.1,False,51.05,Medium,flagged_risky,2025-05-08,activated,18.1
U00415,Singapore,52.38,86.39,0.09,False,19.83,Low,legitimate,2025-05-13,activated,3.4
U00416,Germany,54.43,83.41,9.85,False,25.25,Low,legitimate,2025-01-30,activated,3.4
U00417,Brazil,10.63,84.63,46.97,False,26.59,Low,legitimate,2025-05-17,activated,4.4
U00418,Germany,34.38,62.15,26.34,False,32.2,Low,legitimate,2025-03-13,document_uploaded,
U00419,Russia,73.72,47.07,74.81,False,67.92,Medium,legitimate,2025-05-12,activated,11.8
U00420,India,41.91,57.32,16.05,False,31.79,Low,flagged_risky,2025-06-01,activated,1.7
U00421,Switzerland,8.02,67.59,12.54,False,17.14,Low,legitimate,2025-05-07,activated,3.3
U00422,Switzerland,33.89,30.75,1.71,False,31.63,Low,legitimate,2025-06-19,activated,2.3
U00423,Switzerland,49.95,82.86,8.38,False,23.48,Low,legitimate,2025-01-14,activated,3.0
U00424,India,31.29,66.58,37.22,False,34.3,Low,legitimate,2025-02-28,activated,3.5
U00425,Brazil,16.26,68.48,45.54,False,32.55,Low,legitimate,2025-01-11,activated,3.8
U00426,Singapore,59.0,18.02,17.11,False,49.14,Low,legitimate,2025-02-01,activated,3.2
U00427,Nigeria,81.87,58.46,56.2,False,59.51,Medium,flagged_risky,2025-03-09,activated,29.8
U00428,Switzerland,44.69,85.92,3.35,False,18.97,Low,legitimate,2025-01-05,details_entered,
U00429,Brazil,33.25,97.21,54.16,False,32.48,Low,legitimate,2025-03-13,document_uploaded,
U00430,Russia,23.47,30.43,72.47,False,56.9,Medium,legitimate,2025-01-23,document_uploaded,
U00431,Brazil,100.0,78.46,33.52,False,49.87,Low,legitimate,2025-01-21,activated,3.2
U00432,UAE,21.47,60.07,48.02,False,37.63,Low,legitimate,2025-05-31,activated,4.7
U00433,Brazil,35.28,85.49,58.11,False,38.18,Low,legitimate,2025-05-14,activated,3.5
U00434,Switzerland,33.17,81.03,7.6,False,18.68,Low,legitimate,2025-03-24,activated,3.0
U00435,Germany,78.13,59.22,0.0,False,35.67,Low,legitimate,2025-04-13,activated,6.1
U00436,Germany,100.0,60.62,18.35,False,49.16,Low,flagged_risky,2025-02-22,activated,1.4
U00437,USA,50.0,21.17,3.06,False,39.87,Low,flagged_risky,2025-03-29,activated,3.7
U00438,UAE,23.3,53.66,44.78,True,38.8,High,legitimate,2025-05-20,activated,58.1
U00439,India,84.25,33.91,30.01,False,57.11,Medium,legitimate,2025-04-04,document_uploaded,
U00440,Nigeria,55.9,88.18,59.56,False,44.14,Low,flagged_risky,2025-05-23,activated,3.5
U00441,Germany,23.65,94.04,8.02,True,12.09,High,flagged_risky,2025-03-29,activated,98.9
U00442,UAE,76.1,55.22,40.35,False,52.4,Medium,legitimate,2025-03-07,activated,22.1
U00443,Germany,10.52,81.25,6.2,False,11.26,Low,legitimate,2025-06-11,activated,1.2
U00444,Singapore,76.38,90.87,15.3,False,31.77,Low,legitimate,2025-06-12,activated,2.3
U00445,UAE,7.48,57.66,37.99,False,30.14,Low,legitimate,2025-02-11,activated,4.3
U00446,Iran,4.42,57.22,100.0,False,54.16,Medium,flagged_risky,2025-03-25,activated,11.8
U00447,India,72.61,81.37,40.53,False,43.59,Low,legitimate,2025-05-20,signup_started,
U00448,Switzerland,38.42,17.16,1.72,False,37.07,Low,legitimate,2025-02-17,activated,3.5
U00449,India,8.21,98.41,30.21,False,15.02,Low,legitimate,2025-05-15,activated,2.6
U00450,Switzerland,32.55,32.78,0.0,False,29.93,Low,legitimate,2025-06-11,activated,2.8
U00451,Nigeria,61.04,76.78,72.62,False,54.32,Medium,legitimate,2025-02-12,activated,22.6
U00452,UAE,18.53,97.16,38.81,False,21.93,Low,legitimate,2025-01-28,activated,1.6
U00453,Germany,26.3,83.87,0.0,False,12.73,Low,legitimate,2025-06-20,activated,5.3
U00454,Switzerland,100.0,74.5,3.18,False,38.92,Low,legitimate,2025-06-29,activated,5.3
U00455,Germany,28.15,70.26,3.89,False,18.93,Low,legitimate,2025-06-04,activated,3.6
U00456,Iran,8.91,58.85,100.0,False,55.02,Medium,legitimate,2025-04-21,selfie_uploaded,
U00457,USA,22.2,91.88,2.67,True,10.16,High,legitimate,2025-01-16,activated,64.2
U00458,Brazil,7.65,88.25,35.03,False,19.83,Low,legitimate,2025-06-14,activated,3.4
U00459,India,52.79,96.63,47.99,False,36.05,Low,legitimate,2025-02-05,activated,2.2
U00460,India,16.42,56.74,50.21,False,37.99,Low,legitimate,2025-02-02,activated,6.3
U00461,Germany,15.98,79.65,5.3,False,13.02,Low,legitimate,2025-05-10,document_uploaded,
U00462,Russia,100.0,87.77,72.31,False,62.59,Medium,legitimate,2025-03-12,activated,10.1
U00463,UK,12.04,78.64,20.55,False,18.24,Low,legitimate,2025-06-06,activated,4.3
U00464,India,10.11,58.54,17.06,False,22.29,Low,legitimate,2025-06-07,activated,3.9
U00465,UAE,13.95,92.62,25.25,False,16.5,Low,legitimate,2025-05-25,activated,5.8
U00466,India,62.31,63.32,35.47,False,43.89,Low,flagged_risky,2025-05-31,document_uploaded,
U00467,Russia,48.17,65.09,100.0,False,64.93,Medium,flagged_risky,2025-04-09,selfie_uploaded,
U00468,Germany,21.97,83.81,8.08,True,14.68,High,flagged_risky,2025-06-06,activated,60.5
U00469,USA,20.4,80.57,18.91,False,19.51,Low,legitimate,2025-06-14,selfie_uploaded,
U00470,USA,45.66,84.66,28.2,False,29.58,Low,legitimate,2025-02-20,signup_started,
U00471,USA,39.47,76.67,36.96,False,33.63,Low,legitimate,2025-03-18,activated,4.3
U00472,Switzerland,29.55,43.2,2.81,True,27.03,High,flagged_risky,2025-04-22,details_entered,
U00473,Germany,49.32,57.63,11.85,False,32.25,Low,legitimate,2025-06-04,activated,3.5
U00474,Singapore,13.13,58.81,26.4,False,26.86,Low,legitimate,2025-03-12,activated,5.0
U00475,UK,16.66,95.09,1.3,False,6.99,Low,legitimate,2025-02-16,activated,3.6
U00476,USA,51.1,0.0,27.25,False,56.23,Medium,legitimate,2025-02-27,activated,22.3
U00477,India,41.76,81.05,28.84,False,29.75,Low,legitimate,2025-05-24,selfie_uploaded,
U00478,India,34.24,33.87,38.92,False,45.68,Low,legitimate,2025-04-04,activated,3.2
U00479,USA,100.0,63.73,15.82,False,47.21,Low,legitimate,2025-02-15,document_uploaded,
U00480,USA,56.84,47.45,9.38,False,36.57,Low,legitimate,2025-05-09,activated,3.1
U00481,Germany,22.5,83.62,3.15,False,12.93,Low,legitimate,2025-04-29,document_uploaded,
U00482,India,17.91,72.85,40.49,False,29.71,Low,legitimate,2025-04-04,activated,4.6
U00483,UK,43.16,90.66,23.96,False,25.34,Low,legitimate,2025-04-22,activated,4.5
U00484,Switzerland,72.46,70.31,6.83,False,33.38,Low,legitimate,2025-02-11,document_uploaded,
U00485,USA,6.49,71.76,18.63,False,17.87,Low,legitimate,2025-02-02,activated,5.0
U00486,USA,41.0,67.44,23.14,False,31.32,Low,legitimate,2025-05-26,activated,4.3
U00487,Singapore,25.97,94.38,1.26,False,9.98,Low,legitimate,2025-05-03,activated,6.5
U00488,India,38.42,86.34,44.66,False,33.49,Low,legitimate,2025-06-26,activated,3.9
U00489,India,9.43,79.91,45.37,False,27.01,Low,legitimate,2025-06-19,activated,3.0
U00490,UAE,72.43,78.62,100.0,False,68.14,Medium,legitimate,2025-03-07,activated,15.0
U00491,India,85.44,65.19,34.62,False,49.92,Low,legitimate,2025-03-25,document_uploaded,
U00492,India,53.37,56.13,33.88,False,42.72,Low,legitimate,2025-06-02,activated,4.6
U00493,UK,96.7,29.38,21.92,False,58.96,Medium,legitimate,2025-01-01,document_uploaded,
U00494,Brazil,24.98,61.91,55.37,False,41.07,Low,legitimate,2025-06-05,activated,3.0
U00495,India,40.32,26.86,33.18,False,47.31,Low,legitimate,2025-01-31,activated,5.3
U00496,USA,100.0,68.26,14.37,True,45.27,High,flagged_risky,2025-02-16,activated,87.0
U00497,India,43.56,82.03,42.87,False,35.61,Low,flagged_risky,2025-03-28,activated,4.0
U00498,UK,27.51,84.36,7.55,False,15.97,Low,legitimate,2025-05-07,activated,6.2
U00499,USA,29.79,86.21,14.31,False,18.8,Low,legitimate,2025-03-05,activated,5.0
U00500,UAE,80.47,76.8,42.81,False,48.22,Low,flagged_risky,2025-06-18,activated,6.7
U00501,Nigeria,32.98,92.07,100.0,False,52.27,Medium,flagged_risky,2025-05-21,activated,20.6
U00502,Russia,69.75,49.29,72.56,False,65.16,Medium,legitimate,2025-05-14,document_uploaded,
U00503,USA,31.73,72.3,1.42,False,18.4,Low,legitimate,2025-05-20,activated,5.0
U00504,India,69.48,86.05,20.75,False,33.33,Low,flagged_risky,2025-01-06,activated,3.5
U00505,Brazil,35.61,71.19,36.67,False,33.99,Low,legitimate,2025-05-29,activated,4.5
U00506,UK,50.91,81.69,3.18,False,22.04,Low,flagged_risky,2025-04-19,activated,5.6
U00507,Brazil,19.78,90.07,46.61,False,27.56,Low,legitimate,2025-02-03,activated,5.0
U00508,USA,40.26,62.27,7.3,False,26.32,Low,legitimate,2025-05-21,activated,4.0
U00509,Switzerland,20.02,40.37,52.86,False,45.04,Low,legitimate,2025-01-20,activated,4.2
U00510,Switzerland,24.5,89.07,1.03,False,11.04,Low,legitimate,2025-04-22,activated,4.9
U00511,Nigeria,26.07,91.72,66.04,False,36.72,Low,legitimate,2025-04-13,activated,4.9
U00512,Switzerland,29.41,74.07,19.9,False,24.56,Low,flagged_risky,2025-01-06,activated,4.9
U00513,Singapore,64.27,87.41,15.96,False,29.44,Low,flagged_risky,2025-03-09,activated,4.4
U00514,UK,23.77,11.94,15.15,False,39.61,Low,legitimate,2025-01-22,activated,3.0
U00515,Germany,37.38,33.69,7.85,False,34.25,Low,flagged_risky,2025-06-20,activated,3.2
U00516,UK,69.63,82.69,11.1,False,30.52,Low,flagged_risky,2025-05-25,activated,4.6
U00517,UAE,50.19,78.54,44.95,False,39.47,Low,legitimate,2025-06-29,document_uploaded,
U00518,Switzerland,6.64,55.58,13.26,False,20.62,Low,legitimate,2025-03-29,activated,4.8
U00519,Brazil,9.18,70.51,39.83,False,27.54,Low,legitimate,2025-03-01,activated,3.2
U00520,Nigeria,44.13,45.57,70.33,False,57.7,Medium,legitimate,2025-06-22,activated,17.2
U00521,UK,22.85,81.79,0.0,False,12.32,Low,legitimate,2025-02-25,signup_started,
U00522,Germany,7.98,98.41,13.91,False,8.43,Low,legitimate,2025-03-16,activated,2.3
U00523,India,21.55,47.93,44.86,False,40.03,Low,legitimate,2025-01-25,document_uploaded,
U00524,Switzerland,45.29,30.17,5.48,False,36.73,Low,legitimate,2025-05-28,activated,5.6
U00525,UK,25.85,96.06,31.35,False,21.48,Low,legitimate,2025-01-22,activated,4.1
U00526,Cayman Islands,34.84,20.33,74.07,False,63.98,Medium,legitimate,2025-01-07,document_uploaded,
U00527,Iran,27.65,80.32,97.96,False,53.38,Medium,flagged_risky,2025-05-30,activated,17.1
U00528,Brazil,19.21,96.09,47.68,False,26.01,Low,legitimate,2025-06-01,activated,4.0
U00529,UK,39.71,88.14,14.1,False,21.11,Low,legitimate,2025-06-03,activated,2.8
U00530,UAE,7.15,82.39,40.97,True,23.82,High,legitimate,2025-06-04,activated,49.3
U00531,UAE,17.27,81.82,42.96,False,27.82,Low,legitimate,2025-01-26,activated,2.6
U00532,UK,56.7,86.76,22.63,False,30.03,Low,flagged_risky,2025-03-07,verification_complete,
U00533,India,9.47,92.14,50.4,False,25.36,Low,legitimate,2025-05-18,activated,2.6
U00534,Switzerland,33.58,49.86,7.98,False,28.31,Low,legitimate,2025-02-25,document_uploaded,
U00535,Germany,24.31,78.21,19.34,False,21.56,Low,legitimate,2025-05-21,activated,3.1
U00536,India,22.55,77.55,31.68,False,26.17,Low,legitimate,2025-06-13,activated,3.4
U00537,Germany,60.34,84.07,18.89,False,30.44,Low,legitimate,2025-06-23,activated,4.5
U00538,Germany,68.31,94.73,5.14,False,24.13,Low,legitimate,2025-05-20,activated,2.1
U00539,Brazil,13.92,62.05,57.82,False,38.69,Low,legitimate,2025-05-24,activated,4.1
U00540,Iran,29.59,90.5,100.0,False,51.73,Medium,flagged_risky,2025-04-18,document_uploaded,
U00541,India,5.28,80.34,36.9,False,22.24,Low,legitimate,2025-01-15,activated,5.1
U00542,Brazil,58.09,65.74,28.27,False,39.01,Low,legitimate,2025-03-20,activated,4.6
U00543,Iran,32.32,81.51,100.0,False,55.24,Medium,legitimate,2025-06-21,activated,17.7
U00544,Germany,8.85,86.12,23.09,False,16.06,Low,flagged_risky,2025-06-14,selfie_uploaded,
U00545,USA,17.98,73.52,22.98,False,22.53,Low,legitimate,2025-02-12,activated,3.9
U00546,UK,12.84,79.84,80.29,False,42.02,Low,legitimate,2025-05-15,activated,6.0
U00547,Switzerland,17.13,90.08,17.08,False,14.95,Low,legitimate,2025-02-25,activated,4.3
U00548,UAE,5.86,75.81,89.04,False,44.63,Low,legitimate,2025-03-17,activated,3.9
U00549,USA,79.91,79.5,28.96,False,41.71,Low,legitimate,2025-04-27,activated,4.7
U00550,USA,14.39,86.38,26.27,False,18.91,Low,legitimate,2025-03-31,activated,4.1
U00551,Germany,33.53,59.73,25.7,False,32.42,Low,legitimate,2025-04-19,activated,4.3
U00552,Germany,45.0,61.79,15.23,False,31.05,Low,legitimate,2025-01-18,document_uploaded,
U00553,Russia,68.37,85.06,86.15,False,59.45,Medium,legitimate,2025-02-23,activated,15.8
U00554,Switzerland,34.37,63.42,5.24,False,23.38,Low,legitimate,2025-05-26,activated,5.2
U00555,Singapore,27.33,86.42,46.34,False,30.81,Low,legitimate,2025-04-22,activated,1.7
U00556,Singapore,35.42,87.24,25.36,False,24.6,Low,legitimate,2025-06-01,activated,4.6
U00557,USA,80.04,48.96,19.95,False,47.3,Low,legitimate,2025-06-23,signup_started,
U00558,India,14.85,62.44,45.24,False,33.82,Low,legitimate,2025-03-06,activated,1.7
U00559,USA,26.85,87.79,19.11,False,19.36,Low,legitimate,2025-02-17,activated,2.8
U00560,Switzerland,3.79,50.0,2.72,False,17.23,Low,legitimate,2025-02-25,activated,4.0
U00561,Singapore,19.55,95.43,10.1,False,11.27,Low,legitimate,2025-04-14,activated,4.1
U00562,Nigeria,23.16,77.3,82.92,True,46.93,High,legitimate,2025-02-15,activated,67.2
U00563,India,100.0,68.89,43.0,False,56.53,Medium,legitimate,2025-03-12,details_entered,
U00564,India,74.2,57.43,22.6,False,44.07,Low,legitimate,2025-02-01,verification_complete,
U00565,UAE,92.72,61.21,40.06,False,55.48,Medium,legitimate,2025-03-11,document_uploaded,
U00566,Brazil,100.0,47.35,64.04,False,71.41,Medium,legitimate,2025-06-20,activated,21.9
U00567,Switzerland,14.74,83.99,6.08,False,11.66,Low,legitimate,2025-03-18,activated,4.3
U00568,UK,36.11,98.59,0.0,False,11.26,Low,legitimate,2025-05-17,activated,4.6
